Sr No,School Name,School Number,School Directer,Address,City,Province,Code postal,Phone Number,Fax Number,Region,School Email,Website
149,Atlas Academy,882166,Ganka Sivapathasundaram,5710 Stouffville Main Street,Stouffville,Ontario,L4A8A4,416-554-2853,,Région Centrale,ganka_s@yahoo.com,www.atlasacademy.ca
150,Attercliffe Canadian Reformed Elementary,877212,Clarence Blokhuis,85785 Canborough Rd RR 1,Dunnville,Ontario,N1A2W1,905-774-9009,905-774-3318,Région de l’Ouest,office@acreschool.ca,
151,Aubrey Academy,665140,Jasmine Nazarali,82 Serano cres,Richmond Hill,Ontario,L4E0R7,647-963-6030,,Région Centrale,jasmine_n@live.ca,www.aubreyacademy.ca
152,Aurora Montessori School,884995,Rosanna Gaudio,330 Industrial Parkway N,Aurora,Ontario,L4G4C3,905-841-0065,905-841-2022,Région Centrale,info@auroramontessori.com,http://www.auroramontessori.com
153,Aurora Preparatory Academy,885099,Rhonda Mills-Vissers,81 Industrial Parkway North,Aurora,Ontario,L4G4C4,905-713-1141,,Région Centrale,cosentino@aurora-prep.com,www.aurora-prep.com
154,Autumn Hill Academy,669532,Jessica Vincelli,9050 Dufferin Street,Concord,Ontario,L4K5M4,905-417-9779,,Région Centrale,office@autumnhillacademy.ca,autumnhillacademy.ca
155,Avalon Children's Montessori School,666815,Sherry VanDerKooi,65 Glen Manor Drive,Toronto,Ontario,M4E3V3,416-686-6621,,Région de Toronto,office@avalonmontessori.ca,www.avalonmontessori.ca
156,Averroes Academy,665019,Udai Hassein,5751 Volpe Ave.,Mississauga,Ontario,L5V2X5,416-723-8974,,Région Centrale,uhassein@gmail.com,
157,Avicenna International Academy,667245,Yasser Hassein,600 Matheson Blvd W,Mississauga,Ontario,L5R4C1,905-226-8958,,Région Centrale,yasser.hassen334@gmail.com,
158,Ayabeh Skills Academy,664047,Kassandra Churcher,312 Laurier East Avenue,Ottawa,Ontario,K1N1H9,613-744-7667,,Région de l’Est,info@ayabeh.com,
159,Azad Education,668486,Ashraf Jamali,726 Dundas St.,Woodstock,Ontario,N4S1E7,647-709-4242,,Région de l’Ouest,a.jamali.school@gmail.com,
160,Baibombeh Anishinabe School,663581,Tracy Des Roches,1001 Baibombeh Road,Pawitik,Ontario,P0X1L0,807-226-5698,807-226-5102,Région du Nord,Jocelyn.phung@baibombeh.ca,
161,Baig Academy,885730,Javed Faruqui,3460 Platinum Drive,Mississauga,Ontario,L5M2S4,905-581-1933,905-997-8387,Région Centrale,baigacademy@gmail.com,baigacademy.org
162,Bais Chaya Mushka,877662,Yaakov Vidal,4375 Chesswood Drive,Toronto,Ontario,M3J2C2,416-398-9532,416-631-1110,Région Centrale,,
163,Bais Chomesh High School for Girls,878774,Rivka Yarmush,3600 Bathurst St,Toronto,Ontario,M6A2C9,416-631-0585,416-631-0244,Région de Toronto,Baischomesh@gmail.com,
164,Bais Yaakov Elementary School,888486,Esther Scheiner,15 Saranac Boulevard,Toronto,Ontario,M6A2G4,416-785-0750,416-785-9769,Région de Toronto,bwilhelm@baisyaakov.ca,
165,Bais Yaakov of Thornhill,668022,Rivka Steier,613 Clark Ave. W.,Thornhill,Ontario,L4J5V3,905-764-1800,,Région de Toronto,lirons@byth.ca,
166,Balanced Education Network B.E.N. School,887316,Ilaria Sheikh,394 Ha HARVIE AVE,Toronto,Ontario,M6E4L8,647-237-2648,416-653-8680,Région de Toronto,ilaria.benget@gmail.com,www.benschoolhouse.com
167,Balsam Grove Parochial,887463,Martha Martin,2542 Northfield Drive East 2,Elmira,Ontario,N3B2Z2,519-669-8522,,Région de l’Ouest,,
168,Bannockburn School,876135,Jacqueline Richman,3080 Bayview Ave,North York,Ontario,M2N5L3,416-789-7855,,Région de Toronto,bannockburn@bannockburn.ca,www.bannockburn.ca
169,Barrie Montessori & Elementary Private S,883576,Dawn Allen,580 Bayfield ST,Barrie,Ontario,L4M5A2,705-728-0303,,Région Centrale,barriemontessori@yahoo.ca,www.barriemontessori.ca
170,Base Academy,883635,Tony Chan,60 Granton Drive,Richmond Hill,Ontario,L4B2N6,437-666-9999,,Région de Toronto,info@baseedu.ca,https://www.baseacademy.ca/
171,Base Christian School,876763,Young Choi,850 Sawmill Rd,Bloomingdale,Ontario,N0B1K0,519-744-4522,519-744-6745,Région de l’Ouest,sarah.surnoskie@koinonia.academy,www.koinoniachristianacademy.ca
172,Batchewana Learning Centre,663670,Wayne Greco,15 Jean Avenue,Sault Ste Marie,Ontario,P6B4B1,705-759-7285,705-759-9982,Région du Nord,,
173,Baxter Forest School,883821,Andrea Wood,7498 Carter Road,Kars,Ontario,K0A2E0,613-489-3592,,Région de l’Est,baxter.supervisor@rvca.ca,https://www.rvca.ca/outdoor-education/baxter/baxter-forest-school
174,Bay School of Canada,668088,Winston Tom,1110 Sheppard Avenue East,Toronto,Ontario,M2K2W2,416-800-4472,,Région Centrale,info@bayschoolofcanada.com,www.bayschoolofcanada.com
175,Bayfield School,881988,Richard Duvall,41 County Rd 39,Consecon,Ontario,K0K1T0,613-392-3551,613-392-4054,Région de l’Est,duvallr@bayfield.net,http://www.bayfield.net/
176,Bayly Academy,668433,Christian Bayly,209 Lichen Cres,Oshawa,Ontario,L1J7W2,647-818-6479,,Région de l’Est,christian.bayly@gmail.com,www.baylyacademy.com
177,Bayview Glen,887188,James Lee,85 Moatfield Dr,Toronto,Ontario,M3B3L6,416-443-1030,416-443-0984,Région Centrale,jlee@bayviewglen.ca,www.bayviewglen.ca
178,Bayview Glen (Elementary),884645,James Lee,275 Duncan Mill Road,Toronto,Ontario,M3B3H9,416-443-1030,416-443-1032,Région Centrale,jlee@bayviewglen.ca,www.bayviewglen.ca
179,Beaches Montessori School Inc,665810,Leigh Jacques,995 Kingston Road,Toronto,Ontario,M4E1T3,416-901-2992,,Région de Toronto,leighanne@rogers.com,www.beachesmontessori.com
180,Beacon Christian Elementary School,886319,Ralph Pot,300 Scott St,St Catharines,Ontario,L2N1J3,905-937-7411,905-937-1130,Région de l’Ouest,office@beaconchristian.org,www.beaconchristian.org
181,Beacon Hill Christian Academy,667539,Edward Slaa,9 Hunters Road,Stouffville,Ontario,L4A2L3,905-392-6590,,Région Centrale,office@beaconhillca.org,beaconhillca.org
182,Beacon House International College,666670,Bilal Rashid,3050 Confederation Parkway,Mississauga,Ontario,L5B3Z6,905-290-1321,905-290-7994,Région Centrale,beaconhouseint@rogers.com,www.beaconhouse.ca
183,Beaver Valley Parochial School,884634,Anna Martin,491769 Southgate Sideroad 49 1,Holstein,Ontario,N0G2A0,,,Région de l’Ouest,,
184,Beaverbrook Math Academy,668367,Holly MacDonald,2 Beaverbrook Road,Kanata,Ontario,K2K1L1,613-435-6284,,Région de l’Est,beaverbrookmath@gmail.com,www.beaverbrookmathacademy.com
185,Bee Montessori Niagara,884654,Amanda Marshall,3428 Portage Road,NIAGARA FALLS,Ontario,L2J2K4,905-371-2050,,Région de l’Ouest,info@beemontessori.ca,beemontessori.ca
186,Beechwood Brainery,669958,Janet Greener,745 Coronation Boulevard #204,Cambridge,Ontario,N1R7R1,519-221-0304,,Région de l’Ouest,info@bbrainery.ca,
187,"Behaviour Innovations, Children's Colleg",666432,Nicole WALTON-ALLEN,618 The Queensway,Toronto,Ontario,M8Y1K3,416-251-9277,416-251-4688,Région de Toronto,binnovations@bellnet.ca,www.behaviourinnovations.com
188,Bell Mill Christian School,886998,Lena Dueck,337 Bell Mill Side Road,Courtland,Ontario,N0J1E0,,,Région de l’Ouest,,
189,Belleville District Christian School,886521,Ingrid Roeper,138 Wallbridge-Loyalist Road,Belleville,Ontario,K8N4Z2,613-962-7849,613-962-6440,Région de l’Est,office@bellevillechristianschool.ca,http://www.bellevillechristianschool.ca
190,Belleville Montessori School,886209,Marcia McQuaid,28 ORIOLE PARK AVE,BELLEVILLE,Ontario,K8N4C7,613-966-7672,613-966-7019,Région de l’Est,info@bellevillemontessori.com,www.bellevillemontessori.com
191,Bellstone Christian School,665087,Martin Jongsma,6025 White Church Road,Mount Hope,Ontario,L0R1W0,289-425-1007,,Région de l’Ouest,office@bellstoneschool.ca,www.bellstoneschool.ca
192,Beth Jacob Private School,887196,Sarah Bell,410 Lawrence Ave W,Toronto,Ontario,M5M1C2,416-787-4949,416-787-0453,Région de Toronto,chana@byhs-toronto.com,
193,Bethel Baptist Academy,889024,Alan Feere,4059 Highway 3 East,Simcoe,Ontario,N3Y4K4,519-426-8421,,Région de l’Ouest,school@bethelbaptistsimcoe.ca,http://www.bethelbaptistsimcoe.ca/
194,Beyond Montessori School Inc,666433,Karen Kenesky,2 O'Malley Drive,St. Catharines,Ontario,L2N6N7,905-937-0700,,Région de l’Ouest,info@beyondmontessori.com,www.beyondmontessori.com
195,Bhakta Prahlad Montessori School,668439,Kacper Waclawski,1097 Concession Street,Russell,Ontario,K4R1C8,613-668-6320,,Région de l’Est,info@bpmontessori.ca,https://bpmontessori.ca/
196,Bialik Hebrew Day School,887200,Jake Gallinger,2760 Bathurst St,Toronto,Ontario,M6B3A1,416-783-3346,416-785-8287,Région de Toronto,mbrickman@bialik.ca,www.bialik.ca
197,Bibleway Ministries Christian Learning C,884706,Christine Grant,500 Bride Private,Nepean,Ontario,K2J0J1,613-838-4238,,Région de l’Est,christianlearningcenterottawa@gmail.com,https://www.clcottawa.ca/
198,Biigtigong Nishnaabeg,663816,Amy Michano,12 Lynx Drive,Heron Bay,Ontario,P0T1R0,807-229-0630,807-229-3727,Région du Nord,lisamichano@picriver.com,
199,Bimose Community High School,663582,Melissa Plomp,1450 Valley Drive,Kenora,Ontario,P9N3Y4,807-548-4912,807-548-5917,Région du Nord,eskead@bimose.ca,www.kiizhik.ca
200,BioSteel Sports Academy Inc.,669367,Steve Brown,3400 Grand Marais Rd E,Windsor,Ontario,N8W1W7,519-900-6021,,Région de l’Ouest,info@biosteelsportsacademy.com,https://biosteelsportsacademy.com/
201,Birmingham International Collegiate of Canada,668260,Zahra Zaidi,5255 Yonge Street,North York,Ontario,M2N6P4,416-481-8866,416-481-3511,Région de Toronto,info@bicc-edu.com,www.bicc-edu.com
202,Bishop Hamilton Montessori School,883808,Renette Sasouni,2199 Regency Terrace,Ottawa,Ontario,K2C1H2,613-596-4013,613-596-4971,Région de l’Est,info@bhms.ca,http://www.bhms.ca
203,"Bishop Strachan School, The",886840,Angela Terpstra,298 Lonsdale Rd,Toronto,Ontario,M4V1X2,416-483-4325,416-481-5632,Région de Toronto,info@bss.on.ca,http://www.bss.on.ca
204,Bkejwanong Kinomaagewgamig,881912,Simeon Russell Blackbird,521 Tecumseh Road,Wallaceburg,Ontario,N8A4K9,519-627-0712,519-627-8536,Région de l’Ouest,russ.blackbird@walpoleislandschool.org,
205,Black Creek Parochial,668131,Ivan Brubacher,68 Statters Lake Ave 1,Holyrood,Ontario,N0G2B0,,,Région de l’Ouest,,
206,Blaisdale Montessori,888893,Heather Wilson,415 Toynevale Rd,Pickering,Ontario,L1W2G9,905-509-5005,905-509-1959,Région de l’Est,info@blaisdale.com,www.blaisdale.com
207,Blake Academy,882495,Cheryl Blake,115 Matheson Blvd West,Mississauga,Ontario,L5R1C6,416-580-9959,,Région Centrale,info@blakeacademy.ca,www.blakeacademy.ca
208,Blossom Montessori School,884589,Djamila Sahouli,2465 ST. Laurent BLVD,Ottawa,Ontario,K1G6G8,,,Région de l’Est,info@bmsmontessori.ca,www.blossommontessorischool.ca
209,Blue Gene Education,884414,Shan Shan Chen,3601 Victoria Park Ave,Scarborough,Ontario,M1W3Y3,647-722-9968,,Région de l’Est,bluegeneinfo@gmail.com,www.bluegene.ca
210,Blue Mountain Wild School,882337,Jeff Barrett,"316362 3 Line, Kimbercote Farms Line",Kimberly,Ontario,N0C1G0,416-700-3737,,Région Centrale,info@wildschool.ca,
211,Blueberry Creek Forest School & Nature C,885564,Robyn Mulcahy,17638 Hwy 7,Tay Valley,Ontario,K7H3C6,613-915-3263,,Région de l’Est,blueberrycreekforestschool@gmail.com,www.blueberrycreekforestschool.com
212,Bluevale Meadows,668860,Edna Brubacher,42300 Orange Hill Road 1,Bluevale,Ontario,N0G1G0,,,Région de l’Ouest,,
213,Bluewater GO! Homeschool Academy,883195,Valerie Cressman,360 Devine St.,Sarnia,Ontario,N7T1V1,519-339-9703,,Région de l’Ouest,bgha@bluewaterbaptist.ca,https://bluewatergoacademy.com/info
214,Blyth Academy @ CIHA,665364,Susan Kelly,8710 County Road 17,Rockland,Ontario,K4K1T2,613-446-2212,,Région de l’Est,susan.kelly@blytheducation.com,www.blythacademy.ca
215,Blyth Academy Burlington,880898,Taylor Kitchen,422 Pearl Street,Burlington,Ontario,L7R2N1,905-637-0346,,Région de l’Ouest,burlington@blytheducation.com,blythacademy.ca
216,Blyth Academy Downsview Park,665466,Kylie Richardson,75 Carl Hall Road,Toronto,Ontario,M3K2B9,416-631-0123,,Région Centrale,downsview@blytheducation.com,blytheducation.com
217,Blyth Academy Lawrence Park,669998,Michael Booth,2660 Yonge Street,Toronto,Ontario,M4P2J5,416-488-9301,,Région de Toronto,lawrencepark@blytheducation.com,blythacademy.ca
218,Blyth Academy Mississauga,882162,Nicholas Catania,507 Lakeshore Road East,Mississauga,Ontario,L5G1H9,905-990-2855,,Région Centrale,Mississauga@blytheducation.com,www.blytheducation.com
219,Blyth Academy Online,669675,Kathy Young,983 Bank St,Ottawa,Ontario,M6S1R6,519-204-6037,,Région de l’Ouest,,
220,Blyth Academy Orbit,665205,Michael Booth,35 Lytton Blvd,Toronto,Ontario,M4R1L2,416-488-9301,,Région de Toronto,orbit@blytheducation.com,blytheducation.com
221,Blyth Academy The Glebe,889791,Kristy Larose,983 Bank Street,Ottawa,Ontario,K1S3W7,613-680-3388,,Région de l’Est,kristy.larose@blytheducation.com,blytheducation.com
222,Blytheswood Community Christian School,881671,Frank Klassen,735 Mersea Road 8,Leamington,Ontario,N8H3V8,519-326-0275,,Région de l’Ouest,bccs.principal@outlook.com,
223,Bnei Akiva School - Ulpanat Orot,888885,Jonathan Parker,45 Canyon Ave,Downsview,Ontario,M3H3S4,416-638-5434,416-638-7905,Région Centrale,hrapp@bastoronto.org,www.bastoronto.org
224,Bnei Akiva School - Yeshivat Or Chaim,883749,Jonathan Parker,159 Almore Avenue,Toronto,Ontario,M3H2H9,416-630-6772,416-398-5711,Région Centrale,jparker@bastoronto.org,www.bastoronto.org
225,Bnos Bais Yaakov High School,878766,Suri Nulman,2949 Bathurst St,Toronto,Ontario,M6B3B2,416-256-7707,416-256-7714,Région de Toronto,office@bnosbaisyaakov.com,
226,Bnos Chaya,668326,Rochel Gross,3995 Bathurst Street,Toronto,Ontario,M3H5V3,647-722-9331,647-498-1527,Région Centrale,admin@bnoschaya.ca,
227,Bond Academy,665690,John Healey,1500 Birchmount Road,Toronto,Ontario,M1P2G5,416-266-8878,416-266-3898,Région de l’Est,info@bondacademy.ca,www.bondacademy.ca
228,Bond International College,883417,John Healey,1500 Birchmount Road,Toronto,Ontario,M1P2G5,416-266-8878,416-266-3898,Région de l’Est,info@bondcollege.com,www.bondcollege.com
229,Bonnechere Valley,881534,Emma Bauman,5773 Highway 60 1,Douglas,Ontario,K0J1S0,,,Région de l’Est,,
230,Brackendale Montessori,882190,Mona Bhalla,1485 HARWOOD AVE N,AJAX,Ontario,L1T4T9,905-686-9997,,Région de l’Est,info@brackendalemontessori.com,www.brackendalemontessori.com
231,Braemar College,876909,Virgenia Lemieux,229 College St,Toronto,Ontario,M5T1R4,416-487-8138,416-487-6165,Région de Toronto,virgenia@braemarcollege.com,http://www.braemarcollege.com
232,Braemar House School,877450,Pamela Krason,36 Baxter St,Brantford,Ontario,N3R2V8,519-753-2929,,Région de l’Ouest,director@braemarhouseschool.ca,www.braemarhouseschool.ca
233,Brainstorm Academy,669078,JORDAN RAKOWSKI,175 Longwood Road South,Hamilton,Ontario,L8P0A1,905-333-5444,,Région de l’Ouest,jordan@brainstormacademy.ca,www.brainstormacademy.ca
234,Brampton Christian School,889814,Andrew Cabral,12480 Hutchinson Farm Lane,CALEDON,Ontario,L7C2B6,905-843-3771,905-843-2929,Région Centrale,admin@bramptoncs.org,http://www.bramptoncs.org
235,Brampton Stars Learning Academy,881343,Madiha Hussain,1 Sky Harbour Drive,Brampton,Ontario,L5C3Z5,647-996-0389,,Région Centrale,madihahussain@bramptonstars.ca,www.bramptonstars.ca
236,Branksome Hall,886912,Amanda McCallum,10 Elm Ave,Toronto,Ontario,M4W1N4,416-920-9741,416-920-5390,Région de Toronto,hfriesen@branksome.on.ca,http://www.branksome.on.ca/
237,Brant Quran Academy,882544,MAHER AL HAMID,143 King Edward Street,Paris,Ontario,N3L3E3,,,Région de l’Ouest,bqa@brantfordmosque.ca,
238,Brantford Christian School,885193,Laura Geerts,30 Clara Cres,Brantford,Ontario,N3S7C9,519-752-0433,,Région de l’Ouest,mjarvis@bcsbrantford.ca,www.bcsbrantford.ca
239,Brason Academy Montessori School,669577,Manju Porwal,3328 King Street,Kitchener,Ontario,N2A1B3,519-998-5421,,Région de l’Ouest,info@brasonmontessori.ca,www.brasonmontessori.ca
240,Bravo Education Centre,665026,Dan Li,101 Cathedral High Street,Markham,Ontario,L6C3L8,416-358-6955,,Région Centrale,enyin87@hotmail.com,www.bravoedu.ca
241,Bridge International School,882314,Ali Mohamed,75 International Blvd,Etobicoke,Ontario,M9W6L9,437-999-8061,,Région de l’Ouest,jingyao.zhang@mail.utoronto.ca,https://bridgeinternational.ca
242,Bright Start Academy,669755,Allie Offman,4630 Dufferin Street,North York,Ontario,M3H5S4,416-514-1415,,Région Centrale,info@brightstartacademy.info,www.brightstartacademy.info
243,BrightMinds Academy International,883674,Janice Chan,95 Royal Crest Crt,Markham,Ontario,L3R9X5,647-931-9070,,Région Centrale,info@brightmindsonlineschool.ca,www.BrightMindsOnlineSchool.ca
244,Brighter Dewey Online School,885664,Ronald Shelswell,40 Victoria Street,Bracebridge,Ontario,P1L1E2,416-568-4359,,Région Centrale,craigshelswell@hotmail.com,www.brighterdeweyedcuation.com
245,Brighton,667145,Kathy Lear,150 Wynford Drive,Toronto,Ontario,M3C1K6,416-932-8273,416-850-5493,Région Centrale,contactus@brightonschool.ca,www.brightonschool.ca
246,Brock Academy,668654,Bilal Rashid,3050 Confederation Parkway,Mississauga,Ontario,L5B3Z6,905-646-9292,905-290-7994,Région de l’Ouest,info@brockacademy.ca,https://brockacademy.ca
247,Brock Elementary School,881976,Rabia Ismail,2065 Brock Road North,Pickering,Ontario,L1X0K2,905-426-7887,905-686-8789,Région de l’Est,info@bes.school,www.brockelementaryschool.ca
248,Bronston Canadian Academy,669584,Dorcas Haizel,411 East Main St.,Welland,Ontario,L3B3X3,289-776-6950,,Région de l’Ouest,info@bronston.ca,www.bronston.ca
249,Bronte College,875112,Anne-Louise Power,88 Bronte College Crt,Mississauga,Ontario,L5B1M9,905-270-7788,905-270-7828,Région Centrale,info@brontecollege.ca,http://www.brontecollege.ca/
250,Brooke Valley School,889784,Mary McGuire,190 Seaborn Lane RR 4 RR#4,Perth,Ontario,K7H3C6,613-267-3651,,Région de l’Est,info@brookevalleyschool.com,brookevalleyschool.weebly.com
251,Brooklin Mill Montessori School Inc,666831,Ciara Gauthier,23-25 Cassels Rd E,Brooklin,Ontario,L1M1A4,905-655-0656,905-655-0657,Région de l’Est,info@brmms.ca,www.brooklinmillmontessori.ca
252,Brooklyn College,667560,Tanbir Haque,285 Yorkland Blvd,North York,Ontario,M2J1S5,416-773-1322,416-773-1328,Région Centrale,info@brooklyncollege.ca,www.brooklyncollege.ca
253,Brookside Bells Parochial School,667769,Dorens Martin,7597 Sideroad 6,Kenilworth,Ontario,N0G2E0,705-606-1901,,Région de l’Ouest,,
254,Brookside Christian School,883107,Steven Gingrich,7800 County Road 131,Listowel,Ontario,N4W3G9,519-595-8459,,Région de l’Ouest,,
255,Brookside Parochial School,888168,Aaron Graber,962726 Road 96,St Marys,Ontario,N4X1C7,519-349-2070,,Région de l’Ouest,,
256,Brookstone Academy,883102,Shelly Long-Bokma,299 Lakeshore Drive,Barrie,Ontario,L4N0B4,705-816-4580,,Région Centrale,youbelong@brookstoneacademy.ca,www.brookstoneacadmey.ca
257,Brussels Old Colony Christian School,665400,Aaron Janzen,650 Alexander Street,Brussels,Ontario,N0G1H0,226-889-5180,,Région de l’Ouest,,
258,Burlington Christian Academy,889040,Shannon Matter,521 North Service Rd,Burlington,Ontario,L7P5C3,905-639-7364,,Région de l’Ouest,office@bcaschool.ca,www.onlyatbca.com
259,Burlington Royal Arts Academy,668610,Zhuan Yang,2054 Mountainside Drive,Burlington,Ontario,L7P1A8,289-245-1534,,Région de l’Ouest,admin@burlingtonroyalartsacademy.ca,burlingtonroyalartsacademy.ca
260,Burooj International Academy,885863,Mohamed Ali,16B 235 Dixon Road,Etobicoke,Ontario,M9P2M5,416-826-9329,,Région Centrale,info@burooj.ca,
261,Busy Bee Education Solutions,668395,Brianne Macpherson,1495 Ottawa Street,Windsor,Ontario,N8X2G1,519-563-8983,,Région de l’Ouest,admin@busybeeeducation.ca,www.busybeeeducation.ca
