Sr No,SchoolName,SchoolType,SchoolURL,States,Email,Numbers,SchoolSector
187,"Australian International Academy, Kellyville Campus",Pri/Sec,http://kellyville.aia.nsw.edu.au/,NSW,adminkellyville@aia.nsw.edu.au,61 02 8801 3100,NG
188,"Australian International Academy, Sydney, Strathfield Campus",Pri/Sec,https://strathfield.aia.nsw.edu.au/,NSW,adminnsw@aia.nsw.edu.au,61 02 9642 0104,NG
189,Australian International Islamic College,Pri/Sec,http://www.aiic.qld.edu.au,QLD,"admin@aiic.nt.edu.au, gc.admin@aiic.qld.edu.au, cc.admin@aiic.qld.edu.au, lg.admin@aiic.qld.edu.au, admin@aiic.qld.edu.au","(07) 30696100, (07) 5596 6565, (07) 3372 1400, (07) 3391 7867, (08) 7918 2786",NG
190,Australian International Islamic College Darwin,Prim,https://aiic.qld.edu.au/our-campuses/#Darwin-Campus,NT,"admin@aiic.nt.edu.au, gc.admin@aiic.qld.edu.au, cc.admin@aiic.qld.edu.au, lg.admin@aiic.qld.edu.au, admin@aiic.qld.edu.au","(07) 5596 6565, (07) 3372 1400, 61) 04128193, (07) 3391 7867, (08) 7918 2786",NG
191,Australian Islamic Centre College,Prim,https://aicc.vic.edu.au/,VIC,admin@aicc.vic.edu.au,(03) 9000 0177,NG
192,Australian Islamic College (Dianella),Pri/Sec,http://www.aic.wa.edu.au/,WA,info@aic.wa.edu.au,"(08) 8340 7799, (08) 9375 9770, (08) 9375 9892, (08) 9493 5819, (08) 9493 2718, (08) 9362 2100",NG
193,Australian Islamic College (Forrestdale),Pri/Sec,https://aic.wa.edu.au/schools/forrestdale/,WA,info@aic.wa.edu.au,"(08) 8340 7799, (08) 9375 9770, (08) 9375 9892, (08) 9493 5819, (08) 94935819, (08) 9493 2718, (08) 9362 2100",NG
194,Australian Islamic College (Henley Brook),Pri/Sec,https://aic.wa.edu.au/schools/henley-brook/,WA,info@aic.wa.edu.au,"(08) 8340 7799, (08) 9375 9770, (08) 9375 9892, (08) 9493 5819, (08) 9493 2718, (08) 93759892, (08) 9362 2100",NG
195,Australian Islamic College (Kewdale),Pri/Sec,http://www.aic.wa.edu.au,WA,info@aic.wa.edu.au,"(08) 8340 7799, (08) 9375 9770, (08) 9375 9892, (08) 9493 5819, (08) 9493 2718, (08) 9362 2100",NG
196,Australian Islamic College (Thornlie),Pri/Sec,http://www.aic.wa.edu.au,WA,info@aic.wa.edu.au,"(08) 8340 7799, (08) 9375 9770, (08) 9375 9892, (08) 9493 5819, (08) 9493 2718, (08) 9362 2100",NG
197,Australian Islamic College Adelaide,Pri/Sec,https://aic.sa.edu.au/,SA,"info@aic.sa.edu.au, info@aic.wa.edu.au","(08) 8340 7799, (08) 9362 2100",NG
198,Australian Science and Mathematics School,Sec,https://www.asms.sa.edu.au/,SA,info@asms.sa.edu.au,,Gov
199,Australian Technology and Agricultural College,Sec,https://atac.qld.edu.au/,QLD,"admin@atac.qld.edu.au, info@atac.qld.edu.au",07 5547 8598,NG
200,Australind Primary School,Prim,http://australindps.wa.edu.au/,WA,australind.ps@education.wa.edu.au,"(08) 9796 3900, 233 (08) 9796 3900",Gov
201,Australind Senior High School,Sec,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=4146,WA,Australind.SHS@education.wa.edu.au,(08) 9797 4400,Gov
202,Avalon Public School,Prim,https://avalon-p.schools.nsw.gov.au,NSW,avalon-p.school@det.nsw.edu.au,02 9973 1439,Gov
203,Aveley North Primary School,Prim,http://aveleynorthps.wa.edu.au/,WA,aveleynorth.ps@education.wa.edu.au,(08) 9297 7800,Gov
204,Aveley Primary School,Prim,https://www.aveleyps.wa.edu.au/,WA,aveley.ps@education.wa.edu.au,(08) 9297 7350,Gov
205,Avenel Primary School,Prim,http://www.avenelps.vic.edu.au,VIC,avenel.ps@education.vic.gov.au,1.40E+14,Gov
206,Avenues College,Pri/Sec,http://www.avenuescollege.sa.edu.au,SA,dl.0906.info@schools.sa.edu.au,(08) 8261 2733,Gov
207,Avenues Education,Special,https://www.avenuesed.vic.edu.au/,VIC,avenues.education@education.vic.gov.au,"(03) 8552 0588, (03) 9871 3275",Gov
208,Avila College,Sec,http://www.avilacollege.vic.edu.au,VIC,avila@avilacollege.vic.edu.au,03 9831 9600,NG
209,Avoca Beach Public School,Prim,https://avocabch-p.schools.nsw.gov.au,NSW,avocabch-p.school@det.nsw.edu.au,02 4382 1416,Gov
210,Avoca Primary School,Prim,http://www.avocaps.vic.edu.au,VIC,avoca.ps@education.vic.gov.au,(03) 5465 3176,Gov
211,Avondale Primary School,Prim,http://www.avondaleps.vic.edu.au,VIC,avondale.ps@education.vic.gov.au,93181755,Gov
212,Avonvale Education Support Centre,Special,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=6041,WA,Avonvale.ESC@education.wa.edu.au,,Gov
213,Avonvale Primary School,Prim,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5018,WA,Avonvale.PS@education.wa.edu.au,,Gov
214,Awaba Public School,Prim,https://awaba-p.schools.nsw.gov.au,NSW,awaba-p.school@det.nsw.edu.au,02 4959 2502,Gov
215,Awabakal Environmental Education Centre,Pri/Sec,https://awabakal-e.schools.nsw.gov.au,NSW,awabakal-e.school@det.nsw.edu.au,02 49558673,Gov
216,Bacchus Marsh College,Sec,http://www.bmsc.vic.edu.au,VIC,bacchus.marsh.co@education.vic.gov.au,(03) 5367 2955,Gov
217,Baden Powell P-9 College,Pri/Sec,http://www.bpc.vic.edu.au/,VIC,baden.powell.p9.co@education.vic.gov.au,"(03) 9748 8688, 0387340900, (03) 8734 0950, (03) 9748 7073, (03) 8734 0900",Gov
218,Badger Creek Primary School,Prim,http://www.badgerps.vic.edu.au,VIC,badger.creek.ps@education.vic.gov.au,,Gov
219,Badgingarra Primary School,Prim,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5021,WA,Badgingarra.PS@education.wa.edu.au,,Gov
220,Bagdad Primary School,Prim,https://bagdadprimary.education.tas.edu.au/,TAS,Bagdad.Primary@decyp.tas.gov.au,03 6268 6127,Gov
221,Bairnsdale West Primary School,Prim,http://www.bwestps.vic.edu.au,VIC,bairnsdale.west.ps@education.vic.gov.au,(03) 5152 3516,Gov
222,Bakers Hill Primary School,Prim,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5022,WA,BakersHill.PS@education.wa.edu.au,08 9574 3100,Gov
223,Balaklava Primary School,Prim,http://www.balakr7.sa.edu.au,SA,dl.0477.info@schools.sa.edu.au,(08) 8862 1660,Gov
224,Bald Blair Public School,Prim,https://baldblair-p.schools.nsw.gov.au,NSW,baldblair-p.school@det.nsw.edu.au,02 6779 1578,Gov
225,Bald Face Public School,Prim,https://baldface-p.schools.nsw.gov.au,NSW,baldface-p.school@det.nsw.edu.au,02 9546 1565,Gov
226,Baldivis Gardens Primary School,Prim,https://baldivisgardensps.wa.edu.au/,WA,BaldivisGardens.PS@education.wa.edu.au,08 9523 7000,Gov
227,Baldivis Primary School,Prim,http://baldivisps.wa.edu.au,WA,baldivis.ps@education.wa.edu.au,08 9523 5700,Gov
228,Baldivis Secondary College,Sec,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=4190,WA,baldivis@education.wa.edu.au,,Gov
229,Balga Primary School,Prim,http://balgaps.wa.edu.au/,WA,balga.ps@education.wa.edu.au,"061 08 9253 4500, 08 9253 4500",Gov
230,Balingup Primary School,Prim,http://balingupprimaryschool.wa.edu.au/,WA,Balingup.PS@education.wa.edu.au,08 9782 5900,Gov
231,Ballajura Community College,Sec,https://www.bcc.wa.edu.au,WA,ballajura.cc@education.wa.edu.au,"08 9262 7777 265, (08) 9262 7777, 08 9262 7777",Gov
232,Ballam Park Primary School,Prim,https://ballamparkps.com.au,VIC,ballam.park.ps@education.vic.gov.au,(03) 9789 5614,Gov
233,Ballarat Christian College,Pri/Sec,http://www.balcc.vic.edu.au,VIC,bcc@balcc.vic.edu.au,03 5337 5900,NG
234,Ballarat High School,Sec,http://www.ballaraths.vic.edu.au,VIC,ballarat.hs@education.vic.gov.au,(03) 5338 9000,Gov
235,Ballarat Primary School (Dana Street),Prim,http://www.danaps.vic.edu.au,VIC,ballarat.ps.dana@education.vic.gov.au,(03) 5332 1301,Gov
236,Ballarat Specialist School,Special,http://www.ballaratss.vic.edu.au,VIC,ballarat.ss@education.vic.gov.au,,Gov
237,Ballarat Steiner School,Prim,http://www.ballaratsteinerschool.com.au,VIC,welcome@ballaratsteiner.vic.edu.au,03 5341 8188,NG
238,Balliang East Primary School,Prim,http://www.balliangeastps.vic.edu.au,VIC,balliang.east.ps@education.vic.gov.au,,Gov
239,Ballimore Public School,Prim,https://ballimore-p.schools.nsw.gov.au,NSW,ballimore-p.school@det.nsw.edu.au,02 6886 5151,Gov
240,Ballina Coast High School,Sec,https://ballina-h.schools.nsw.gov.au,NSW,ballinacoast-h.school@det.nsw.edu.au,02 66810100,Gov
241,Balmain Public School,Prim,https://balmain-p.schools.nsw.gov.au,NSW,balmain-p.school@det.nsw.edu.au,02 9818 1177,Gov
242,Balmoral K-12 Community College,Pri/Sec,http://www.balmoralcommunitycollege.vic.edu.au,VIC,Balmoral.K12.CC@education.vic.gov.au,(03) 5570 1247,Gov
243,Bandiana Primary School,Prim,http://www.bandips.vic.edu.au,VIC,bandiana.ps@edumail.vic.gov.au,"02 6056 2826, 02 6024 7317",Gov
244,Baniyala Garrangali School,Pri/Sec,https://www.teachintheterritory.nt.gov.au/schools/baniyala-garrangali-school,NT,teach.det@education.nt.gov.au,1800 646 391,Gov
245,Banks Public School,Prim,https://banks-p.schools.nsw.gov.au,NSW,banks-p.school@det.nsw.edu.au,02 9670 6506,Gov
246,Banksia Grove Primary School,Prim,https://banksiagroveprimary.wa.edu.au/,WA,banksiagrove.ps@education.wa.edu.au,031 08 9233 6333,Gov
247,Banksia Montessori School,Prim,http://www.banksia.wa.edu.au,WA,info@banksia.wa.edu.au,08 9275 5997,NG
248,Banksia Park International High School,Sec,http://www.bpihs.sa.edu.au/,SA,dl.1117.info@schools.sa.edu.au,,Gov
249,Banksia Park Primary School,Prim,https://banksiaparkps.wa.edu.au/,WA,BanksiaPark.PS@education.wa.edu.au,(08) 9266 6400,Gov
250,Banksia Road Public School,Prim,https://banksiard-p.schools.nsw.gov.au,NSW,banksiard-p.school@det.nsw.edu.au,02 9707 3423,Gov
251,Bankstown Girls High School,Sec,https://bankstowng-h.schools.nsw.gov.au,NSW,bankstowng-h.school@det.nsw.edu.au,02 9709 6788,Gov
252,Bankstown Hospital School,Special,https://banksthos-s.schools.nsw.gov.au,NSW,banksthos-s.school@det.nsw.edu.au,02 9722 8063,Gov
253,Bankstown North Public School,Prim,https://bankstownn-p.schools.nsw.gov.au,NSW,bankstownn-p.school@det.nsw.edu.au,02 9709 5506,Gov
254,Bankstown Senior College,Sec,https://bankstowns-h.schools.nsw.gov.au,NSW,bankstowns-h.school@det.nsw.edu.au,02 9707 3288,Gov
255,Bankstown West Public School,Prim,https://bankstownw-p.schools.nsw.gov.au,NSW,bankstownw-p.school@det.nsw.edu.au,02 9790 6158,Gov
256,Banora Point High School,Sec,https://banorapnt-h.schools.nsw.gov.au,NSW,banorapnt-h.school@det.nsw.edu.au,07 5513 1960,Gov
257,Banora Point Public School,Prim,https://banorapt-p.schools.nsw.gov.au,NSW,banorapt-p.school@det.nsw.edu.au,07 5524 1444,Gov
258,Banum Warrik Primary School,Prim,https://banumwarrikps.vic.edu.au/,VIC,Banum.warrik.ps@education.vic.gov.au,,Gov
259,Banyan Fields Primary School,Prim,https://www.bfps.vic.edu.au/,VIC,banyan.fields.ps@education.vic.gov.au,(03) 9782 1333,Gov
260,Baradine Central School,Pri/Sec,https://baradine-c.schools.nsw.gov.au,NSW,baradine-c.school@det.nsw.edu.au,02 6843 1805,Gov
261,Bardia Public School,Prim,https://bardia-p.schools.nsw.gov.au,NSW,bardia-p.school@det.nsw.edu.au,02 9605 2459,Gov
262,Bardwell Park Infants School,Prim,https://bardwelpki-p.schools.nsw.gov.au,NSW,bardwelpki-p.school@det.nsw.edu.au,"02 9567 8754, 95678754",Gov
263,Barellan Central School,Pri/Sec,https://barellan-c.schools.nsw.gov.au,NSW,barellan-c.school@det.nsw.edu.au,02 6963 9202,Gov
264,Bargo Public School,Prim,https://bargo-p.schools.nsw.gov.au,NSW,bargo-p.school@det.nsw.edu.au,02 4684 1396,Gov
265,Barham Public School,Prim,https://barham-p.schools.nsw.gov.au,NSW,barham-p.school@det.nsw.edu.au,03 5453 2133,Gov
266,Baringa Special School,Special,http://www.baringass.vic.edu.au/,VIC,baringa.ss@education.vic.gov.au,351271744,Gov
267,Barker College,Sec,http://www.barker.college,NSW,reception@barker.nsw.edu.au,,NG
268,Barmera Primary School,Prim,http://www.barmeraps.sa.edu.au,SA,dl.0506.info@schools.sa.edu.au,(08) 8588 2198,Gov
269,Barnawartha Primary School,Prim,https://barnawarthaprimaryschool.com/,VIC,barnawartha.ps@education.vic.gov.au,"02 60267227, 0260267227",Gov
270,Barrack Heights Public School,Prim,https://barrackht-p.schools.nsw.gov.au,NSW,barrackht-p.school@det.nsw.edu.au,02 4296 4222,Gov
271,Barramurra Public School,Prim,https://barramurra-p.schools.nsw.gov.au,NSW,barramurra-p.school@det.nsw.edu.au,,Gov
272,Barrawang Primary School,Prim,https://www.barrawangps.vic.edu.au/,VIC,barrawang.ps@education.vic.gov.au,03 8652 8590,Gov
273,Barrenjoey High School,Sec,https://barrenjoey-h.schools.nsw.gov.au,NSW,barrenjoey-h.school@det.nsw.edu.au,02 9918 8811,Gov
274,Barrenjoey Montessori School,Prim,http://www.barrenjoeymontessori.com.au/,NSW,info@bms.nsw.edu.au,,NG
275,Barton Primary School,Prim,http://bartonps.vic.edu.au/,VIC,barton.ps@education.vic.gov.au,03 8766 4000,Gov
276,Barunga School,Pri/Sec,https://www.teachintheterritory.nt.gov.au/schools/barunga-school,NT,teach.det@education.nt.gov.au,1800 646 391,Gov
277,Barwon Heads Primary School,Prim,http://www.bhps.vic.edu.au,VIC,barwon.heads.ps@education.vic.gov.au,"03 5254 2324, (03) 5254 2324",Gov
278,Barwon Learning Centre,Special,https://barwonlc-s.schools.nsw.gov.au,NSW,www.barwonlc-s.school@det.nsw.edu.au,02 67511573,Gov
279,Barwon Valley School,Special,http://www.barwonss.vic.edu.au,VIC,barwon.valley.sch@education.vic.gov.au,52431813,Gov
280,Baryulgil Public School,Prim,https://baryulgil-p.schools.nsw.gov.au,NSW,baryulgil-p.school@det.nsw.edu.au,02 6647 2124,Gov
281,Basket Range Primary School,Prim,http://www.basketrangeps.sa.edu.au/,SA,dl.0511.info@schools.sa.edu.au,(08) 8390 3466,Gov
282,Bass Coast College,Sec,http://www.wonthaggisc.vic.edu.au,VIC,Bass.coast.co.wonthaggi@education.vic.gov.au,"(03) 5611 4000, 995 (03) 5611 4000, 992 (03) 5610 2020, 995 (03) 5672 0900",Gov
283,Bass Coast Specialist School,Special,http://basscoastss.vic.edu.au/,VIC,bass.coast.ss@education.vic.gov.au,356724474,Gov
284,Bass High School,Sec,https://bass-h.schools.nsw.gov.au,NSW,bass-h.school@det.nsw.edu.au,02 9726 3644,Gov
285,Batemans Bay High School,Sec,https://batemansba-h.schools.nsw.gov.au,NSW,batemansba-h.school@det.nsw.edu.au,02 4478 3600,Gov
286,Bathurst South Public School,Prim,https://bathursts-p.schools.nsw.gov.au,NSW,bathursts-p.school@det.nsw.edu.au,02 6331 1297,Gov
287,Bathurst West Public School,Prim,https://bathurstw-p.schools.nsw.gov.au,NSW,bathurstw-p.school@det.nsw.edu.au,02 6331 1142,Gov
288,Baulkham Hills High School,Sec,https://baulkham-h.schools.nsw.gov.au,NSW,"baulkham-h.school@det.nsw.edu.au, bhhsuniformshop@gmail.com",02 9639 8699,Gov
289,Baulkham Hills North Public School,Prim,https://baulkhamn-p.schools.nsw.gov.au,NSW,baulkhamn-p.school@det.nsw.edu.au,02 9639 6936,Gov
290,Baxter Primary School,Prim,http://www.baxterps.vic.edu.au/,VIC,baxter.ps@education.vic.gov.au,"(03) 5971 1391, (03) 5971 4184",Gov
291,Bayanami Public School,Prim,https://bayanami-p.schools.nsw.gov.au,NSW,bayanami-p.school@det.nsw.edu.au,02 9890 8169,Gov
292,Bayles Regional Primary School,Prim,http://www.baylesps.vic.edu.au/,VIC,bayles.regional.ps@education.vic.gov.au,0359 977 261,Gov
293,Bayside Christian College,Pri/Sec,http://www.baysidecc.vic.edu.au,VIC,registrar@baysidecc.vic.edu.au,"(03) 5971 6700, (03) 5971 6709",NG
294,Bayside Christian College Hervey Bay,Pri/Sec,https://bayside.qld.edu.au/,QLD,admin@bayside.qld.edu.au,"(07) 4124 4417, 655 (07) 4124 4417",NG
295,Bayside Special Developmental School,Special,http://www.baysidesds.vic.edu.au,VIC,bayside.sds@education.vic.gov.au,395554155,Gov
296,Bayswater North Primary School,Prim,http://www.bayswaternorth.vic.edu.au/,VIC,bayswater.north.ps@education.vic.gov.au,"(03) 9720 5593, (03) 9729 1744",Gov
297,Bayswater Primary School,Prim,http://www.bayswaterps.vic.edu.au,VIC,bayswater.ps@education.vic.gov.au,397213755,Gov
298,Bayswater Secondary College,Sec,http://www.bayswatersc.vic.edu.au,VIC,bayswater.sc@education.vic.gov.au,(03) 8720 7555,Gov
299,Bayswater South Primary School,Prim,http://www.baysouthps.vic.edu.au,VIC,bayswater.south.ps@education.vic.gov.au,"03 9720 8442, 03 9729 2862",Gov
300,Bayview College,Sec,http://www.bayview.vic.edu.au,VIC,School.Contact@bayview.vic.edu.au,03 5523 1042,NG
301,Bayview Secondary College,Sec,https://bayviewsc.education.tas.edu.au,TAS,bayview.secondary.college@education.tas.gov.au,(03) 6247 7800,Gov
302,Beachport Primary School,Prim,http://www.beachportps.sa.edu.au,SA,dl.0519.info@schools.sa.edu.au,(08) 8735 8124,Gov
303,Beacon Primary School,Prim,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5033,WA,beacon.ps@education.wa.edu.au,,Gov
304,Beaconsfield Primary School,Prim,https://www.beaconsfieldps.wa.edu.au/,WA,beaconsfield.ps@education.wa.edu.au,(08) 9432 1000,Gov
305,Beaconsfield Primary School,Prim,https://beaconsfieldprimary.education.tas.edu.au/,TAS,beaconsfield.primary@decyp.tas.gov.au,03 6383 1215,Gov
306,Beaconsfield Primary School,Prim,http://www.beaconsfield.vic.edu.au,VIC,beaconsfield.ps@education.vic.gov.au,(03) 9707 1510,Gov
307,Bealiba Primary School,Prim,http://www.bealibaps.vic.edu.au/,VIC,bealiba.ps@education.vic.gov.au,03 5469 1256,Gov
308,Beaufort Secondary College,Sec,http://www.beaufortsc.vic.edu.au/,VIC,beaufort.sc@education.vic.gov.au,"373 (03) 5349 2305, (03) 5349 2305",Gov
309,Beaumaris North Primary School,Prim,http://www.beaumarisnorthps.vic.edu.au,VIC,beaumaris.north.ps@education.vic.gov.au,,Gov
310,Beaumaris Primary School,Prim,http://www.beaups.vic.edu.au/,VIC,beaumaris.ps@education.vic.gov.au,(03) 9589 2619,Gov
311,Beaumaris Secondary College,Sec,http://www.beaumarissc.vic.edu.au/,VIC,beaumaris.sc@education.vic.gov.au,(03) 8569 9200,Gov
312,Beaumont Hills Public School,Prim,https://beaumonthi-p.schools.nsw.gov.au,NSW,beaumonthi-p.school@det.nsw.edu.au,02 8824 6470,Gov
313,Beckenham Primary School,Prim,http://beckenhamps.wa.edu.au/,WA,beckenham.ps@education.wa.edu.au,(08) 9278 3700,Gov
314,Bede Polding College,Sec,http://www.bedepoldingwindsor.catholic.edu.au,NSW,"bede.polding@midford.com.au, infoline@busways.com.au",02 4560 2900,NG
315,Bedgerabong Public School,Prim,https://bedgerebon-p.schools.nsw.gov.au,NSW,bedgerebon-p.school@det.nsw.edu.au,02 6857 1185,Gov
316,Beeac Primary School,Prim,http://www.beeacps.vic.edu.au,VIC,beeac.ps@education.vic.gov.au,(03) 5234 6463,Gov
317,Beechboro Christian School,Prim,http://www.beechborocs.wa.edu.au,WA,"reception@beechboro.wa.edu.au, enrolments@beechboro.wa.edu.au","(08) 9377 5211, (08)Â 9377 5211",NG
318,Beechboro Primary School,Prim,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5696,WA,beechborops@education.wa.edu.au,,Gov
319,Beechworth Secondary College,Sec,http://www.bworthsc.vic.edu.au,VIC,beechworth.sc@education.vic.gov.au,03 5728 1264,Gov
320,Beecroft Public School,Prim,https://beecroft-p.schools.nsw.gov.au,NSW,beecroft-p.school@det.nsw.edu.au,02 9484 8844,Gov
321,Beelbangera Public School,Prim,https://beelbanger-p.schools.nsw.gov.au,NSW,beelbanger-p.school@det.nsw.edu.au,02 6963 5368,Gov
322,Beenleigh State School,Prim,https://beenleighss.eq.edu.au,QLD,admin@beenleighss.eq.edu.au,(07) 3386 2333,Gov
323,Beenyup Primary School,Prim,https://beenyupps.wa.edu.au/,WA,"beenyup.ps@education.wa.edu.au, Beenyup.PS@education.wa.edu.au","(08) 9526 6500, 0437 442 895",Gov
324,Belair Public School,Prim,https://belair-p.schools.nsw.gov.au,NSW,belair-p.school@det.nsw.edu.au,02 4952 1735,Gov
325,Beldon Primary School,Prim,https://www.beldonps.wa.edu.au/,WA,"beldon.ps@education.wa.edu.au, beldon.esc@education.wa.edu.au","(08) 9307 1425, (08) 6207 3240, (08) 6207 3280",Gov
326,Bell Primary School,Prim,http://www.bellps.vic.edu.au,VIC,bell.ps@education.vic.gov.au,394805622,Gov
327,Bella Vista Public School,Prim,https://bellavista-p.schools.nsw.gov.au,NSW,bellavista-p.school@det.nsw.edu.au,02 8814 1386,Gov
328,Bellarine Secondary College,Sec,http://www.bellarinesc.vic.edu.au,VIC,bellarine.sc@education.vic.gov.au,(03) 5251 9000,Gov
329,Bellbird Public School,Prim,https://bellbird-p.schools.nsw.gov.au,NSW,bellbird-p.school@det.nsw.edu.au,02 4990 2331,Gov
330,Bellbrae Primary School,Prim,http://www.bellbraeps.vic.edu.au,VIC,bellbrae.ps@education.vic.gov.au,(03) 5261 2660,Gov
331,Bellbrook Public School,Prim,https://bellbrook-p.schools.nsw.gov.au,NSW,bellbrook-p.school@det.nsw.edu.au,02 6567 2049,Gov
332,Bellerive Primary School,Prim,https://belleriveprimary.education.tas.edu.au/,TAS,bellerive.primary@decyp.tas.gov.au,03 6244 1200,Gov
333,Bellevue Heights Primary School,Prim,http://www.bellevueps.sa.edu.au,SA,dl.1136.info@schools.sa.edu.au,08 8278 7182,Gov
334,Bellevue Hill Public School,Prim,https://bellevuehi-p.schools.nsw.gov.au,NSW,bellevuehi-p.admin@det.nsw.edu.au,02 9389 3928,Gov
335,Bellingen High School,Sec,https://bellingen-h.schools.nsw.gov.au,NSW,bellingen-h.school@det.nsw.edu.au,02 6655 1315,Gov
336,Belltrees Public School,Prim,https://belltrees-p.schools.nsw.gov.au,NSW,belltrees-p.school@det.nsw.edu.au,02 6546 1148,Gov
337,Belmay Primary School,Prim,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5036,WA,Belmay.PS@education.wa.edu.au,,Gov
